技能ID,策划注释,技能名称,技能等级,技能描述,目标选择方式,技能施放概率,法力消耗,技能内置冷却,技能冷却ID,第一次施放,技能类型,附加Impact 1,附加Impact 1概率,选择目标类型,附加Impact 2,附加Impact 2概率,选择目标类型,附加Impact 3,附加Impact 3概率,选择目标类型,附加Impact 4,附加Impact 4概率,选择目标类型,脚本ID,英雄等级,银币消耗,学习类型,道具消耗ID,道具消耗数量,木材消耗,学习成功率,增加成功率道具,道具增加的成功率,道具最大使用数量,技能出手动作（64以下为出手动作）,技能自身特效,技能受击特效,技能图标,技能施放位置（0为原地，1为到某一列前，2为到目标前，3为到敌方整体区域）,技能受击动作（63以上为受击动作）,技能施放特效,特效的类型（0为只有受击，1为点对点，2为发射物体击中目标消失，3为向固定方向发射物体，4为一个区域的大特效）,施放特效缩放比例,施放特效x偏移量,施放特效y偏移量,施放特效声音,本体特效缩放比例,本体特效x偏移量,本体特效y偏移量,本体特效速度,本体特效声音,受击特效缩放比例,受击特效x偏移量,受击特效y偏移量,受击特效声音,施放特效播放速度,本体特效施放速度,受击特效播放速度,起始x偏移量,起始y偏移量,飞行击中x偏移量,飞行击中y偏移量,
132412,暗影波,暗影波,4,治疗己方全体140点生命值，并对敌方全体造成90点魔法伤害,0,10000,110,6,40,6,0,36607,10000,2,36707,10000,6,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132413,伤害+晕,单体马蹄践踏,2,短cd,0,10000,120,10,500,1,0,22021,10000,3,20509,10000,3,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_matijianta,zj_matijianta.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132414,巨浪,巨浪,4,召唤潮汐精灵对目标造成260伤害，减少他的防御25点，降低40%的移动速度。,0,10000,120,12,36,1,0,35907,10000,3,36007,10000,3,43304,10003,3,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_yurensuiji,zj_julang.jpg,0,64,-1,0,3,0,0,zs_julang.mp3,3,0,0,1.25,zs_julang.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132415,毁灭,毁灭,4,毁灭造成敌方全体5750点魔法伤害并使其眩晕4回合,0,10000,325,60,78,15,0,42307,10000,6,42407,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_chuanci,zj_huimie.jpg,3,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
132416,治疗,单体洗礼,3,立刻恢复一个友方单位的生命值270点。,0,10000,140,10,12,9,0,31605,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
132417,状态,守护天使,3,使友方全体单位增加1000点物理防御，并每回合回复生命25点，持续9回合,0,10000,250,60,54,1,0,38707,10000,2,38807,10000,2,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_shouhutianshi,zj_shouhutianshi.jpg,0,64,-1,0,3,0,0,zs_shouhutianshi.mp3,3,0,0,1.25,zs_shouhutianshi.mp3,3,0,0.12,-1,0.04,0.04,0.06,0,0,0,0,
132418,伤害+晕,单体混乱之箭,3,向目标投射一支神秘的魔法箭，造成250点魔法伤害并眩晕4回合。,2,10000,140,10,33,1,0,35507,10000,3,35607,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,zjz_hunluanzhijian,zjz_hunluanzhijianshouji,zj_hunluanzhijian.jpg,0,64,-1,2,3,0,0,zs_bumingxianshifa.mp3,3,0,0.1,0.8,zs_bumingxianshifa.mp3,3,0,0,zs_hunluanzhijianshouji.mp3,0.04,0.04,0.04,0,0,0,0,
132419,被动,致命一击,3,被动增加15%暴击几率，2.25倍暴击伤害,-1,10000,0,0,64,1,1,40204,10000,0,40304,10000,0,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_zhimingyiji,zj_zhimingyiji.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132420,治疗+伤害,暗影波,2,治疗己方全体100点生命值，并对敌方全体造成50点魔法伤害,0,10000,70,8,40,1,0,36607,10000,2,36707,10000,6,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,100,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132421,状态,编织,1,编织在10回合内增加己方全体物理防御30点，并减少敌方全体物理防御30点,0,10000,80,70,82,6,0,42901,10000,2,43001,10000,6,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_bianzhi.jpg,0,64,-1,0,3,0,0,zs_bianzhi.mp3,3,0,0,1.25,zs_bianzhi.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132422,纯伤害,全体叉形闪电,2,对前方全体目标施放闪电，造成260伤害。,0,10000,70,10,6,1,0,30807,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,100,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_chaxingshandian.jpg,0,64,-1,1,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132423,晕,妖术,4,使敌方变成小动物5回合，并不能进行任何动作,0,10000,150,30,48,6,0,37707,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
132424,冲击波,冲击波,4,将正相魔法积聚成球，对一条直线上的敌方单位造成375点伤害。,0,10000,150,10,13,1,0,31707,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,2,3,0,0,zs_qunxingyunluoshouji.mp3,1.5,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132425,查克拉魔法,查克拉魔法,4,打开友军的穴道，回复单体500点魔法值,0,10000,85,16,55,15,0,38907,10000,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_chakelamofa,zj_chakelamofa.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.04,zs_chakelamofa.mp3,0.04,0.04,0.06,0,0,0,0,
132426,伤害+晕,前排沟壑,1,撼地神牛用图腾撕裂地表，形成巨大的沟壑，造成125点伤害，晕眩2回合。,0,10000,125,15,4,1,0,30507,10000,4,30607,10000,4,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_gouhe,zj_gouhe.jpg,0,64,-1,0,3,0,0,zs_gouhe.mp3,3,0,0,1.25,zs_gouhe.mp3,3,0,0.05,-1,0.04,0.04,0.03,0,0,0,0,
132427,伤害+晕,全体回音击,1,发出震荡波对敌方全体造成320点魔法伤害，并眩晕3回合,0,10000,145,60,46,6,0,37407,10000,6,37507,10000,6,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_huiyinji.jpg,3,64,zjz_huiyinji,4,2,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
132428,离子外壳,离子外壳,3,对敌方目标及周围施展能量法术，造成每回合30点持续20回合的魔法伤害,0,10000,110,10,42,1,0,37007,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
132429,奔腾,奔腾,3,奔腾使我方单体英雄增加攻速100%持续8回合,0,10000,40,10,84,15,0,43207,10000,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,-1,zjz_benteng,zj_benteng.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_benteng.mp3,0.04,0.04,0.06,0,0,0,0,
132430,强击光环,强击光环,4,为你和所有友军的单位提供26%物理攻击力加成。,-1,10000,0,0,11,1,1,31507,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132431,射手天赋,射手天赋,4,专注于射击，被动提升自身50点物理攻击以及50点物理防御,-1,10000,0,0,53,1,1,38507,10000,0,38607,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_sheshoutianfu,zj_sheshoutianfu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132432,纯伤害,单体秘法天球,3,毁灭者在他的普通攻击中附加额外的150点伤害,0,10000,100,10,39,1,0,36507,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132433,被动,精气光环,3,精气光环被动增加己方所有英雄400点魔法上限,0,10000,0,0,81,1,1,42803,10000,2,42807,10000,2,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_jingqiguanghuan,zj_jingqiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132434,纯伤害,全体群星陨落,4,短cd,0,10000,120,10,500,1,0,22006,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_qunxingyunluo,zj_qunxingyunluo.jpg,0,64,-1,0,3,0,0,zs_qunxingyunluo.mp3,3,0,0,1.25,zs_qunxingyunluo.mp3,3,0,0.2,zs_qunxingyunluoshouji.mp3,0.04,0.04,0.06,0,0,0,0,
132435,纯伤害,前排雷击,5,短cd,0,10000,120,10,500,1,0,22015,10000,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_leijicu,zj_leiji.jpg,0,64,-1,0,3,0,0,-1,2.5,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132436,伤害+晕,单晕冥火暴击,5,短cd,0,10000,120,10,500,1,0,22021,10000,3,20509,10000,3,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_minghuobaoji,zjz_minghuobaojishouji,zj_minghuobaoji.jpg,0,64,-1,2,3,0,0,zs_fengbaozhichui.mp3,3,0,0.1,0.8,zs_fengbaozhichui.mp3,3,0,0,zs_fengbaozhichuishouji.mp3,0.04,0.04,0.04,0,0,0,0,
132437,纯伤害,后排冰霜新星,8,短cd,2,10000,120,10,500,1,0,22012,10000,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_bingshuangxinxing.jpg,0,64,-1,0,3,0,0,-1,2.5,0,0,1.25,-1,3,0,0,zs_bingshuangxinxing.mp3,0.04,0.04,0.08,0,0,0,0,
132438,洪流,洪流,7,在指定的区域召唤一阵水流，对目标造成1250点伤害，并使目标减速35%，持续8回合。,0,10000,120,12,122,1,0,80707,10000,3,80807,10000,3,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,800,600,-1,10,2,1,-1,zjz_hongliu,zj_hongliu.jpg,0,64,-1,0,3,0,0,zs_julang.mp3,3,0,0,1.25,zs_julang.mp3,3,0,0.08,-1,0.04,0.04,0.04,0,0,0,0,
132439,幽灵船,幽灵船,7,召唤出鬼船S.S.CoCo，对敌方全体造成2450点伤害并眩晕3回合。,0,10000,150,40,127,15,0,81707,10000,6,81807,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,800,800,-1,10,2,1,-1,-1,zj_youlingchuan.jpg,3,64,zjz_youlingchuan,0,2,0,0,zs_youlingchuan.mp3,3,0,0,1.25,zs_youlingchuanshouji.mp3,3,0,0.06,zs_youlingchuanshouji.mp3,0.08,0.04,0.04,0,0,0,0,
132440,鱼人碎击,鱼人碎击,4,猛击地面，对敌方地面单位造成200点伤害，并使他们晕眩4回合。,0,10000,115,8,24,1,0,33807,10000,3,33907,10000,3,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_fengbaozhichuishouji,zj_yurensuiji.jpg,2,64,zjz_yurensuiji,0,3.5,0,0,zs_julang.mp3,3,0,0,1.25,zs_julang.mp3,3,0,-0.02,-1,0.04,0.04,0.04,0,0,0,0,
132441,伤害加深,伤害加深,4,减少敌方物理防御130点以获得更高伤害，持续25回合,0,10000,25,10,66,15,0,40604,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,-1,zj_shanghaijiashen.jpg,0,64,-1,0,3,0,0,zs_hanbingjia.mp3,3,0,0,1.25,zs_hanbingjia.mp3,2,0,0.1,-1,0.04,0.04,0.08,0,0,0,0,
132442,山崩,山崩,4,用岩石轰炸一个区域，造成300点伤害并晕眩3回合。,0,10000,120,17,16,1,0,32107,10000,8,32207,10000,8,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_chongjiboshouji,zj_shanbeng.jpg,2,64,-1,0,3,0,0,zs_huoyanbaohong.mp3,3,0,0,1.25,zs_huoyanbaohong.mp3,3,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132443,投掷,投掷,4,投出巨石，造成目标及其周围500点魔法伤害,0,10000,155,10,58,15,0,39307,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,zjz_shuren,zjz_matijianta,zj_touzhi.jpg,0,64,-1,2,3,0,0,zs_caidiban.mp3,1.5,0,0,1.25,-1,1.5,0,0.03,zs_caidiban.mp3,0.04,0.04,0.06,0,0,0,0,
132501,纯伤害,竖排月光,2,短cd,0,10000,120,10,500,1,0,22009,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_qunxingyunluo,zj_qunxingyunluo.jpg,0,64,-1,0,3,0,0,zs_qunxingyunluo.mp3,3,0,0,1.25,zs_qunxingyunluo.mp3,3,0,0.2,zs_qunxingyunluoshouji.mp3,0.04,0.04,0.06,0,0,0,0,
132502,伤害+晕,单体穿刺,8,短cd,0,10000,120,10,500,1,0,22021,10000,3,20509,10000,3,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_chuanci,zj_chuanci.jpg,0,64,-1,0,3,0,0,-1,2.5,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
132503,伤害+晕,横排马蹄践踏,5,短cd,0,10000,120,10,500,1,0,22033,10000,4,20549,10000,4,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
132504,纯伤害,竖排冲击波,10,短cd,0,10000,120,10,500,1,0,22009,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,2.5,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132505,秘法天球,秘法天球,8,短cd,2,10000,120,10,500,1,0,22012,10000,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132506,伤害+晕,马蹄践踏,1,猛击地面，对敌方地面单位造成100点伤害，并使他们晕眩3回合。,0,10000,80,13,8,1,0,31107,10000,8,31207,10000,8,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
132507,纯伤害,双刃剑,1,聚力一击，对自身和敌方同时造成175点伤害,0,10000,0,8,50,6,0,38007,10000,8,38107,10000,0,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,1.5,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132508,纯伤害,闪烁,3,瞬间移动到敌人面前，对目标造成自身攻击2.5倍的伤害。,2,10000,60,10,10,1,0,31404,10000,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
132509,被动,法术护盾,3,敌法师被动增加42%魔法伤害减免,-1,10000,0,0,52,1,1,38407,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_fashuhudun,zj_fashuhudun.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132510,伤害+晕,穿刺,3,用巨爪猛击地面，向一条直线上射出带刺的卷须，造成200点伤害并晕眩3回合。,0,10000,135,11,23,1,0,33607,10000,8,33707,10000,8,-1,-1,-1,-1,-1,-1,-1,9,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_chuanci,zj_chuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
132511,纯伤害,死亡一指,3,在一瞬间撕裂目标，对敌方单体造成850点魔法伤害,2,10000,650,40,72,15,0,41307,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,zjz_siwangyizhi,zjz_siwangyizhishouji,zj_siwangyizhi.jpg,0,64,-1,1,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132512,毁灭阴影,毁灭阴影,1,影魔能运用他的力量污染正前方不同距离的区域，对敌方竖排造成75点伤害并增加自己24点攻击。,0,10000,75,10,120,1,0,80307,10000,7,80407,10000,0,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_huimieyinying.jpg,0,64,-1,0,3,0,0,zs_silingshu.mp3,2,0,0,1.25,zs_silingshu.mp3,2,0,0,zs_silingshu.mp3,0.04,0.04,0.08,0,0,0,0,
132513,魂之挽歌,魂之挽歌,7,召唤恶灵以均匀的角度向四周发射对敌方全体造成2300点伤害并降低敌方全体攻击速度30%，持续5回合。。,0,10000,760,60,125,15,0,81307,10000,6,81407,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,800,800,-1,10,2,1,-1,-1,zj_hunzhiwange.jpg,3,64,zjz_hunzhiwange,4,2,0,0,zs_hunzhiwange.mp3,3,0,0,1.25,zs_hunzhiwange.mp3,3,0,0,-1,0.05,0.05,0.06,0,0,0,0,
132514,穿刺,穿刺,3,短cd,0,10000,120,10,500,1,0,22024,10000,6,20519,10000,6,-1,-1,-1,-1,-1,-1,-1,9,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_chuanci,zj_chuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
132515,法力燃烧,法力燃烧,3,射出一支反魔法箭减少单体目标125点法力值并造成等量伤害,2,10000,110,8,65,15,0,40507,10000,8,40407,10000,8,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,zjz_faliranshao,zjz_faliranshaoshouji,zj_faliranshao.jpg,0,64,-1,1,3,0,0,zs_faliranshao.mp3,3,0,0,1.25,zs_faliranshao.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132516,纯伤害,全体投掷,4,短cd,0,10000,120,10,500,1,0,22006,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_gouhe,zj_gouhe.jpg,0,64,-1,0,3,0,0,zs_gouhe.mp3,3,0,0,1.25,zs_gouhe.mp3,3,0,0.05,-1,0.04,0.04,0.03,0,0,0,0,
132517,山崩,山崩,4,用岩石轰炸一个区域，造成300点伤害并晕眩3回合。,0,10000,120,17,16,1,0,32107,10000,8,32207,10000,8,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_chongjiboshouji,zj_shanbeng.jpg,2,64,-1,0,3,0,0,zs_huoyanbaohong.mp3,3,0,0,1.25,zs_huoyanbaohong.mp3,3,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132518,纯伤害,竖排毒性攻击,9,短cd,0,10000,120,10,500,1,0,22009,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_judu,zjz_duxinggongjishouji,zj_duxinggongji.jpg,0,64,-1,2,3,0,0,zs_bingshuangxinxing.mp3,3,0,0.1,0.8,zs_bingshuangxinxing.mp3,3,0,0,zs_zhongdujizhong.mp3,0.04,0.04,0.04,0,0,0,0,
132519,纯伤害,群体群星陨落,1,召唤陨石对敌方所有单位造成75点伤害。,0,10000,100,12,20,1,0,33007,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_qunxingyunluo,zj_qunxingyunluo.jpg,0,64,-1,0,3,0,0,zs_qunxingyunluo.mp3,3,0,0,1.25,zs_qunxingyunluo.mp3,3,0,0.2,zs_qunxingyunluoshouji.mp3,0.04,0.04,0.06,0,0,0,0,
132520,伤害+晕,单体月神之箭,1,精准的向敌方单体射出一箭造成90点魔法伤害并眩晕2回合,0,10000,100,17,62,6,0,39907,10000,3,40007,10000,3,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,zjz_yueshenzhijian,zjz_yueshenzhijianshouji,zj_yueshenzhijian.jpg,0,64,-1,2,3,0,0,zs_yuancheng.mp3,3,0,0.1,0.8,zs_yuancheng.mp3,3,0,0,zs_yueshenzhijianjizhong.mp3,0.04,0.04,0.04,0,0,0,0,
132521,伤害+减速,冰霜新星,3,用冰霜打击敌方目标及其周围单位，造成200点伤害。冰冻效果减慢敌人的攻击速度，持续3回合,0,10000,140,15,2,1,0,30107,10000,3,30207,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_bingshuangxinxing.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_bingshuangxinxing.mp3,0.04,0.04,0.08,0,0,0,0,
132522,被动,辉煌光环,3,被动提升己方所有英雄400点魔法值上限,-1,10000,0,0,44,1,1,37203,10000,2,37207,10000,2,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132523,纯伤害,竖排龙破斩,3,释放一道火焰，对一条直线上的敌方单位造成230点伤害。,0,10000,125,10,5,1,0,30707,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,zjz_longpozhan,zjz_longpozhanshouji,zj_longpozhan.jpg,1,64,-1,3,3,0,0,zs_longpozhan.mp3,3,0,0,0.8,zs_longpozhan.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132524,纯伤害,单体神灭斩,3,向敌方单体目标发射闪电，造成950魔法伤害,2,10000,450,60,47,6,0,37607,10000,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132525,强力击,强力击,7,风行者射出一支被施展了风魔法的箭矢，对敌方竖排造成1500点伤害，并眩晕4回合,0,10000,405,12,119,1,0,80107,10000,7,80207,10000,7,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,800,600,-1,10,2,1,zjz_yueshenzhijian,zjz_yueshenzhijianshouji,zj_qiangliji.jpg,1,64,-1,3,3,0,0,zs_yuancheng.mp3,3,0,0.1,1.25,zs_yuancheng.mp3,3,0,0,zs_yueshenzhijianjizhong.mp3,0.03,0.03,0.03,0,0,0,0,
